,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
5995,20.0,0,منطقة عسير,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,100.0
5996,28.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,67.5
5997,23.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,أمن سيبراني,1,غير موظف,مفقود,0,90.0
5998,28.0,1,منطقة الرياض,ABIR,مفقود,مفقود,عن بعد,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,85.60000000000001
5999,28.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,60.0
6000,25.0,1,منطقة القصيم,TOSL,مفقود,مفقود,حضوري,33,لا,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام كامل,1,80.0
6001,24.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
6002,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,80.0
6003,24.0,0,منطقة الرياض,CAUF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,95.60000000000001
6004,22.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,لا,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,75.0
6005,24.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,88.2
6006,28.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,الماجستير,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
6007,22.0,1,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,الدبلوم,إدارة الأعمال,0,موظف,مفقود,0,80.0
6008,26.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,173,نعم,البكالوريوس,إدارة أعمال,1,خريج,مفقود,0,72.75
6009,25.0,0,منطقة عسير,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,90.0
6010,24.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
6011,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,72.0
6012,23.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,50.0
6013,23.0,1,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,33,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,65.99999999999999
6014,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,طالب,مفقود,1,60.0
6015,40.0,0,منطقة الرياض,APMR,مفقود,متوسط,عن بعد,5,لا,الماجستير,علم بيانات,1,موظف,مفقود,0,99.2
6016,34.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,الماجستير,أمن سيبراني,1,موظف,مفقود,0,96.0
6017,34.0,1,منطقة عسير,PCRF,ناشئة,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,60.0
6018,25.0,1,منطقة الرياض,INFA,مفقود,مفقود,حضوري,135,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
6019,26.0,0,منطقة تبوك,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,91.4
6020,24.0,0,منطقة المدينة المنورة,ABIR,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,غير موظف,تدريب,0,94.80000000000001
6021,27.0,1,منطقة مكة المكرمة,INFA,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,دعم انظمة شبكات الحاسب,1,موظف,مفقود,0,86.4
6022,27.0,1,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,79.2
6023,23.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,English Literature,1,خريج,مفقود,1,95.0
6024,20.0,0,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,هندسة برمجيات,1,طالب,مفقود,0,97.6
6025,28.0,0,منطقة القصيم,PCRF,تقليدية,متوسط,عن بعد,173,نعم,البكالوريوس,تقنية معلومات,1,غير موظف,مفقود,1,79.2
6026,20.0,0,منطقة الرياض,PCRF,مفقود,مبتدئ,حضوري,12,لا,الدبلوم,شبكات الحاسب الآلي,1,غير موظف,دوام كامل,1,80.0
6027,25.0,0,منطقة الرياض,ABIR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,79.60000000000001
6028,25.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,4,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,79.80000000000001
6029,23.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,173,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,98.80000000000001
6030,20.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,لا,ثانوي,تقنية معلومات,1,خريج,مفقود,1,92.0
6031,23.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,10,نعم,الدبلوم,تقنية المعلومات,1,موظف,مفقود,0,100.0
6032,23.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,82.5
6033,25.0,1,منطقة الرياض,PCRF,مفقود,متوسط,عن بعد,12,نعم,الماجستير,تقنيات تعليم,1,خريج,مفقود,0,97.6
6034,24.0,1,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,69.5
6035,24.0,0,منطقة مكة المكرمة,APMR,ناشئة,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,95.39999999999999
6036,30.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,90.0
6037,24.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم المعلومات الإدارية,0,موظف,مفقود,0,100.0
6038,24.0,0,منطقة الرياض,PCRF,مفقود,مفقود,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,84.60000000000001
6039,30.0,1,منطقة الرياض,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,الإعلام المتخصص,0,موظف,مفقود,0,60.0
6040,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,تدريب,0,83.80000000000001
6041,23.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علم معلومات,1,خريج,مفقود,0,93.0
6042,24.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات الإدارية,0,موظف,دوام كامل,0,80.0
6043,19.0,1,منطقة الرياض,TOSL,داعمة,متقدم,حضوري,33,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,100.0
6044,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,Information Management,1,طالب,مفقود,0,80.0
6045,26.0,1,منطقة الرياض,APMR,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,50.0
6046,21.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,لا,البكالوريوس,علوم حاسب,1,طالب,تدريب,0,88.00000000000001
6047,30.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علم نفس,1,موظف,مفقود,0,93.80000000000001
6048,34.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,لا,البكالوريوس,هندسة تقنية الالكترونيات,1,موظف,مفقود,0,80.0
6049,29.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,لغات وترجمة,1,موظف,مفقود,0,78.0
6050,21.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,1,90.0
6051,43.0,1,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,86.4
6053,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,1,86.0
6054,31.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,72.0
6055,25.0,1,المنطقة الشرقية,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
6056,34.0,1,منطقة الرياض,INFA,مفقود,مفقود,حضوري,12,نعم,ثانوي,علوم حاسب,1,موظف,مفقود,0,85.0
6057,24.0,0,منطقة الرياض,CAUF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,96.8
6058,39.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,احياء,1,عمل حر,مفقود,1,65.6
6059,27.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,70.0
6060,29.0,1,منطقة مكة المكرمة,CAUF,مفقود,مفقود,عن بعد,19,لا,البكالوريوس,الهندسة الكهربائية,1,غير موظف,مفقود,0,78.0
6061,23.0,0,منطقة القصيم,CAUF,تقليدية,متوسط,حضوري,61,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,83.6
6062,22.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,تصميم منتجات,1,طالب,مفقود,1,93.2
6063,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,82.4
6064,38.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,12,لا,الدبلوم,برمجة حاسب آلي,1,موظف,مفقود,1,79.0
6065,28.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,10,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,77.5
6066,38.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,غير متخصص,1,موظف,دوام كامل,0,80.0
6067,23.0,0,منطقة الرياض,PCRF,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,97.0
6068,31.0,0,منطقة الرياض,ABIR,ناشئة,متوسط,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,1,99.8
6069,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,تدريب,0,88.6
6070,25.0,1,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,88.00000000000001
6071,32.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,الدبلوم,ادارة موارد البشرية,1,طالب,مفقود,0,66.60000000000001
6072,23.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,حضوري,26,لا,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
6073,33.0,1,منطقة الرياض,CAUF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,82.6
6074,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,40,نعم,الدبلوم,علوم حاسب,1,غير موظف,تدريب,0,97.39999999999999
6075,23.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,94.25
6076,28.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,Networking,1,موظف,مفقود,0,71.0
6077,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,3,نعم,البكالوريوس,English Literature,1,خريج,مفقود,0,95.0
6078,25.0,0,منطقة الباحة,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,98.25
6079,25.0,0,منطقة القصيم,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,60.0
6080,26.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,60.0
6081,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,80.0
6082,24.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,73.0
6083,32.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,رياضيات تطبيقية,1,موظف,مفقود,0,53.0
6084,26.0,0,منطقة الرياض,INFA,مفقود,مفقود,حضوري,12,لا,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,1,60.0
6085,25.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,70.0
6086,33.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,الماجستير,Health Education,1,خريج,مفقود,1,97.5
6087,30.0,1,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,4,نعم,البكالوريوس,فيزياء,1,موظف,مفقود,0,51.6
6088,30.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,رياضيات مسار إحصاء,1,غير موظف,مفقود,0,59.80000000000001
6089,24.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,مفقود,0,81.8
6090,24.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
6091,38.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,هندسة شبكات الحاسب,1,موظف,مفقود,1,90.39999999999999
6092,22.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,80.39999999999999
6093,30.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,هندسة برمجيات,1,موظف,مفقود,0,57.49999999999999
6094,32.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,الماجستير,هندسة البرمجيات,1,موظف,مفقود,0,90.0
6095,23.0,0,منطقة مكة المكرمة,APMR,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,98.0
6096,25.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,40,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,60.0
6097,24.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,75.0
6099,24.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,80.0
6100,35.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,25,لا,البكالوريوس,هندسة حاسب,1,موظف,مفقود,0,50.5
6101,25.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,نظم معلومات,1,خريج,مفقود,0,77.0
6102,23.0,0,منطقة الرياض,APMR,مفقود,متوسط,عن بعد,5,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,دوام كامل,0,60.0
6103,25.0,0,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,75.0
6104,20.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,21,نعم,ثانوي,نظم معلومات,1,غير موظف,مفقود,0,92.8
6105,26.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,78.0
6106,23.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,47,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,69.0
6107,24.0,1,منطقة الرياض,CAUF,داعمة,متوسط,حضوري,5,نعم,البكالوريوس,نظم المعلومات الإدارية,0,موظف,دوام كامل,0,80.0
6108,29.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,الدبلوم,المحاسبة,0,غير موظف,تدريب,0,79.60000000000001
6109,40.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
6110,32.0,0,منطقة الرياض,INFA,مفقود,مفقود,حضوري,12,نعم,الماجستير,غير متخصص,1,موظف,دوام كامل,0,92.8
6111,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,لا,الدبلوم,تقنية معلومات,1,موظف,مفقود,1,77.0
6112,23.0,0,منطقة الرياض,QWLM,مفقود,متوسط,حضوري,40,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,88.0
6113,27.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,12,نعم,البكالوريوس,هندسة برمجيات,1,موظف,مفقود,0,88.2
6114,27.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,40.0
6115,24.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,80.0
6116,24.0,0,المنطقة الشرقية,DTFH,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,الذكاء الاصطناعي,1,خريج,مفقود,0,94.39999999999999
6118,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,هندسة البرمجيات,1,خريج,مفقود,0,95.8
6119,22.0,0,منطقة الباحة,APMR,مفقود,متوسط,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,100.0
6120,26.0,0,منطقة حائل,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,هندسة برمجيات,1,خريج,مفقود,0,74.47500000000001
6121,32.0,0,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,الماجستير,نظم المعلومات الإدارية,1,موظف,مفقود,0,96.0
6122,29.0,0,منطقة الرياض,CAUF,داعمة,متوسط,حضوري,5,لا,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,1,49.400000000000006
6123,29.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,12,نعم,البكالوريوس,هندسة برمجيات,1,موظف,مفقود,0,92.2
6124,27.0,1,منطقة المدينة المنورة,INFA,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علم المعلومات,1,موظف,مفقود,0,44.5
6125,24.0,1,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,شبكات الحاسب الآلي,1,غير موظف,تدريب,0,60.0
6126,38.0,1,منطقة الرياض,APMR,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,60.0
6127,26.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
6128,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,0,60.0
6129,29.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,التصميم الجرافيكي والوسائط المتعددة,1,موظف,مفقود,0,83.2
6130,23.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,البكالوريوس,هندسة طبية حيوية,1,خريج,مفقود,1,96.0
6131,27.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,فيزياء عامه,1,عمل حر,مفقود,1,50.0
6132,18.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,الدبلوم,نظم المعلومات,1,موظف - طالب,دوام كامل,0,88.00000000000001
6133,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,99.4
6134,25.0,0,منطقة الرياض,CAUF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,51.2
6135,34.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,12,نعم,الماجستير,تقنية المعلومات,1,موظف,دوام كامل,0,96.4
6136,34.0,1,منطقة الرياض,INFA,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,80.0
6137,22.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,ثانوي,هندسة حاسب,1,طالب,مفقود,0,90.18
6138,26.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,93.5
6139,22.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,خريج,مفقود,1,96.8
6140,39.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,98.00000000000001
6141,20.0,1,المنطقة الشرقية,CAUF,مفقود,مفقود,حضوري,26,لا,الدبلوم,تقنية المعلومات,1,طالب,تطوع,0,80.0
6142,25.0,0,منطقة الرياض,APMR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,83.5
6143,26.0,0,منطقة مكة المكرمة,INFA,تقليدية,متوسط,عن بعد,12,نعم,الماجستير,امن سيبراني,1,موظف,مفقود,0,100.0
6144,33.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,62.25000000000001
6145,36.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,100.0
6146,34.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,91.4
6147,23.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,71.25
6148,27.0,1,منطقة مكة المكرمة,TOSL,داعمة,متقدم,حضوري,33,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام كامل,0,80.0
6149,24.0,1,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,84.80000000000001
6150,36.0,1,منطقة الرياض,CAUF,داعمة,متوسط,عن بعد,5,لا,الماجستير,إدارة الأعمال,0,موظف,دوام كامل,1,93.0
6151,22.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,تدريب,0,100.0
6152,33.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,54,نعم,الماجستير,غير متخصص,1,موظف,دوام كامل,0,100.0
6153,29.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة حاسب,1,موظف,مفقود,0,57.49999999999999
6154,32.0,0,منطقة الرياض,PCRF,مفقود,متوسط,عن بعد,12,لا,البكالوريوس,حاسب آلي ، تقنية المعلومات,1,موظف,مفقود,1,63.800000000000004
6155,23.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,86.8
6156,29.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,هندسة حاسب,1,موظف,مفقود,0,68.39999999999999
6157,24.0,1,منطقة حائل,PCRF,مفقود,مفقود,عن بعد,5,نعم,البكالوريوس,هندسة برمجيات,1,خريج,مفقود,0,68.0
6158,21.0,1,منطقة الباحة,CAUF,تقليدية,متوسط,حضوري,54,لا,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,97.75
6159,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,3,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,86.0
6160,26.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,93.5
6161,21.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,تاريخ,1,طالب,مفقود,0,86.0
6162,28.0,1,منطقة مكة المكرمة,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,75.0
6163,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,English Literature,1,خريج,مفقود,0,95.0
6164,32.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,الماجستير,علوم حاسب,1,غير موظف,دوام كامل,0,93.75
6165,27.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام جزئي,0,80.0
6166,23.0,0,منطقة جازان,APMR,مفقود,مفقود,عن بعد,5,لا,البكالوريوس,نظم المعلومات الإدارية,0,موظف,تدريب,0,100.0
6167,26.0,0,منطقة المدينة المنورة,CAUF,مفقود,مفقود,عن بعد,26,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,95.8
6168,29.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,90.99999999999999
